Date,Order #,N. Revenue (formatted),Status,Customer,Customer type,Product(s),Items sold,N. Revenue,State,Age,Gender,Product Count,Avg Revenue per Item,Interest,Probability of Interest,Viability of Monthly Subscription Plan
2023-06-15 21:58:14,12800.0,108.0,0,3890,1,895,4.0,100.0,9,37,0,4.0,25.0,0,0.011196192826594018,0
2023-06-15 21:51:53,12797.0,57.8,0,6132,0,1011,2.0,49.8,6,34,0,2.0,24.9,0,4.091161157497443e-05,0
2023-06-15 21:46:09,12796.0,108.0,0,3581,0,903,4.0,100.0,7,35,0,4.0,25.0,0,0.008903285210674844,0
2023-06-15 21:45:35,12795.0,57.8,0,3657,0,1011,2.0,49.8,2,31,0,2.0,24.9,0,1.3390523452175155e-05,0
2023-06-15 21:33:31,12792.0,108.0,0,1639,0,899,4.0,100.0,5,33,0,4.0,25.0,0,0.00594173614920108,0
2023-06-15 21:32:32,12791.0,227.8,0,686,0,1058,4.0,219.8,5,34,0,4.0,54.95,0,0.015269285107961663,0
2023-06-15 21:12:22,12789.0,108.0,0,6357,0,894,4.0,100.0,8,36,0,4.0,25.0,0,0.011327054617386053,0
2023-06-15 21:10:50,12787.0,67.9,0,2687,0,908,1.0,59.9,13,42,0,1.0,59.9,0,6.128516177395331e-10,0
2023-06-15 21:04:22,12786.0,108.0,0,5954,0,889,4.0,100.0,0,27,0,4.0,25.0,0,0.005328931764748478,0
2023-06-15 20:57:18,12784.0,108.0,0,4160,0,907,4.0,100.0,6,34,0,4.0,25.0,0,0.008164244679878469,0
2023-06-15 20:44:06,12782.0,108.0,0,4363,0,897,4.0,100.0,4,31,0,4.0,25.0,0,0.008963804800842518,0
2023-06-15 20:35:47,12779.0,108.0,0,333,0,895,4.0,100.0,14,44,0,4.0,25.0,0,0.008374846853717807,0
2023-06-15 20:23:27,12777.0,108.0,0,6747,0,896,4.0,100.0,4,32,0,4.0,25.0,0,0.006682175414039714,0
2023-06-15 20:14:35,12773.0,108.0,0,2014,1,895,4.0,100.0,14,44,0,4.0,25.0,0,0.008941097513099508,0
2023-06-15 20:14:44,12774.0,108.0,0,4193,0,896,4.0,100.0,4,32,0,4.0,25.0,0,0.005836363406156123,0
2023-06-15 20:09:24,12770.0,108.0,0,5399,0,896,4.0,100.0,0,25,0,4.0,25.0,0,0.012354839134226192,0
2023-06-15 20:08:09,12769.0,108.0,0,6892,0,894,4.0,100.0,13,39,0,4.0,25.0,0,0.05253757183756897,0
2023-06-15 20:06:35,12768.0,57.8,0,5744,0,1011,2.0,49.8,9,38,0,2.0,24.9,0,4.0459703338626814e-05,0
2023-06-15 20:00:06,12765.0,108.0,0,7212,0,894,4.0,100.0,9,38,0,4.0,25.0,0,0.009036530727700694,0
2023-06-15 19:58:48,12764.0,108.0,0,5764,0,894,4.0,100.0,5,34,0,4.0,25.0,0,0.004770799060919365,0
2023-06-15 19:55:57,12763.0,108.0,0,6857,0,899,4.0,100.0,9,36,0,4.0,25.0,0,0.020806667907182434,0
2023-06-15 19:49:02,12762.0,108.0,0,7044,0,896,4.0,100.0,4,32,0,4.0,25.0,0,0.006803799744067252,0
2023-06-15 19:47:54,12759.0,108.0,0,3275,0,896,4.0,100.0,0,26,0,4.0,25.0,0,0.007301916806655969,0
2023-06-15 19:47:25,12758.0,108.0,0,6244,0,899,4.0,100.0,6,35,0,4.0,25.0,0,0.005789598603415963,0
2023-06-15 19:44:36,12757.0,108.0,0,3150,0,895,4.0,100.0,2,30,0,4.0,25.0,0,0.0041553206049586185,0
2023-06-15 19:26:54,12752.0,108.0,0,6814,0,895,4.0,100.0,5,33,0,4.0,25.0,0,0.007705284304888279,0
2023-06-15 19:20:31,12749.0,112.0,0,4515,0,895,4.0,100.0,2,30,0,4.0,25.0,0,0.0024941157794980896,0
2023-06-15 19:12:04,12748.0,108.0,0,5025,0,899,4.0,100.0,2,31,0,4.0,25.0,0,0.0030935769047919573,0
2023-06-15 19:10:47,12747.0,108.0,0,4876,0,900,4.0,100.0,13,41,0,4.0,25.0,0,0.021816877803383653,0
2023-06-15 18:52:39,12744.0,32.9,0,3018,1,370,1.0,24.9,4,32,0,1.0,24.9,0,4.338633428800444e-08,0
2023-06-15 18:39:58,12743.0,108.0,0,3104,1,895,4.0,100.0,7,35,0,4.0,25.0,0,0.008185141938814174,0
2023-06-15 18:39:35,12742.0,32.9,0,946,0,370,1.0,24.9,7,35,0,1.0,24.9,0,6.087022940308761e-08,0
2023-06-15 18:32:06,12740.0,108.0,0,5008,0,895,4.0,100.0,6,34,0,4.0,25.0,0,0.008070112186386357,0
2023-06-15 18:30:35,12739.0,108.0,0,370,0,895,4.0,100.0,4,32,0,4.0,25.0,0,0.00476187870186349,0
2023-06-15 18:25:32,12738.0,107.6,0,1761,0,1102,4.0,99.6,9,37,0,4.0,24.9,0,0.030373062038405486,0
2023-06-15 18:24:41,12737.0,108.0,0,6467,0,902,4.0,100.0,0,26,0,4.0,25.0,0,0.008956975409660011,0
2023-06-15 18:01:38,12736.0,112.0,0,996,0,875,5.0,100.0,0,27,0,5.0,20.0,0,0.02487296152250777,0
2023-06-15 17:57:38,12734.0,108.0,0,3217,0,879,5.0,100.0,13,40,0,5.0,20.0,0,0.2491025024732583,0
2023-06-15 17:43:57,12732.0,108.0,0,558,0,879,5.0,100.0,5,34,0,5.0,20.0,0,0.038607894145615516,0
2023-06-15 17:35:42,12730.0,108.0,0,7181,0,883,5.0,100.0,1,28,0,5.0,20.0,0,0.07131255699157218,0
2023-06-15 17:35:51,12731.0,108.0,0,1377,0,883,5.0,100.0,13,42,0,5.0,20.0,0,0.11730123775210087,0
2023-06-15 17:35:11,12729.0,108.0,0,6412,0,881,5.0,100.0,5,33,0,5.0,20.0,0,0.07787220533904056,0
2023-06-15 17:33:59,12728.0,108.0,0,2005,0,883,5.0,100.0,0,25,0,5.0,20.0,0,0.10464327523689824,0
2023-06-15 17:27:20,12726.0,77.9,0,7028,0,622,1.0,69.9,14,44,0,1.0,69.9,0,1.327502522918263e-11,0
2023-06-15 17:25:50,12725.0,108.0,0,4378,0,878,5.0,100.0,2,30,0,5.0,20.0,0,0.04652762436299874,0
2023-06-15 17:14:30,12724.0,32.9,0,6178,0,370,1.0,24.9,9,37,0,1.0,24.9,0,1.0715261477305416e-07,0
2023-06-15 17:12:06,12723.0,32.9,0,4185,0,370,1.0,24.9,1,28,0,1.0,24.9,0,4.7244844704132216e-08,0
2023-06-15 17:05:11,12722.0,57.8,0,5985,1,1011,2.0,49.8,8,36,0,2.0,24.9,0,5.313906771196691e-05,0
2023-06-15 16:57:30,12719.0,108.0,0,3517,0,878,5.0,100.0,1,29,0,5.0,20.0,0,0.03891604863900723,0
2023-06-15 16:43:07,12715.0,36.9,0,1455,0,370,1.0,24.9,14,44,0,1.0,24.9,0,4.0676811091772165e-08,0
2023-06-15 16:41:20,12714.0,108.0,0,251,0,882,5.0,100.0,4,31,0,5.0,20.0,0,0.07474106994666062,0
2023-06-15 16:40:34,12713.0,108.0,0,3100,1,877,5.0,100.0,8,36,0,5.0,20.0,0,0.093793700807619,0
2023-06-15 16:40:33,12712.0,108.0,0,3738,0,877,5.0,100.0,2,31,0,5.0,20.0,0,0.02998278468335505,0
2023-06-15 16:27:13,12709.0,32.9,0,2501,0,370,1.0,24.9,4,33,0,1.0,24.9,0,2.860509845290631e-08,0
2023-06-15 16:16:50,12707.0,108.0,0,3175,0,879,5.0,100.0,14,43,0,5.0,20.0,0,0.1420682488137782,0
2023-06-15 16:15:44,12706.0,108.0,0,3292,0,883,5.0,100.0,1,29,0,5.0,20.0,0,0.039537133902802356,0
2023-06-15 16:13:25,12704.0,108.0,0,7205,0,881,5.0,100.0,5,33,0,5.0,20.0,0,0.08125586384713676,0
2023-06-15 16:09:24,12702.0,108.0,0,1320,0,875,5.0,100.0,4,32,0,5.0,20.0,0,0.05150250354630793,0
2023-06-15 16:07:20,12701.0,108.0,0,6826,0,879,5.0,100.0,9,37,0,5.0,20.0,0,0.13123213070550832,0
2023-06-15 16:05:37,12700.0,32.9,0,4212,0,370,1.0,24.9,2,31,0,1.0,24.9,0,2.3656014246001213e-08,0
2023-06-15 15:57:21,12697.0,108.0,0,6991,0,878,5.0,100.0,8,36,0,5.0,20.0,0,0.11635392694209971,0
2023-06-15 15:55:49,12696.0,108.0,0,1915,1,878,5.0,100.0,9,37,0,5.0,20.0,0,0.10135582840848728,0
2023-06-15 15:54:20,12694.0,108.0,0,6123,0,881,5.0,100.0,0,25,0,5.0,20.0,0,0.12654896260381107,0
2023-06-15 15:52:48,12693.0,108.0,0,3472,0,879,5.0,100.0,6,34,0,5.0,20.0,0,0.0763755270409402,0
2023-06-15 15:44:34,12691.0,108.0,0,4564,0,880,5.0,100.0,1,28,0,5.0,20.0,0,0.061992860848625486,0
2023-06-15 15:38:03,12687.0,108.0,0,1402,0,886,5.0,100.0,2,31,0,5.0,20.0,0,0.02792001875913234,0
2023-06-15 15:36:57,12686.0,208.0,0,11,1,1072,10.0,200.0,9,37,0,10.0,20.0,1,0.9999910607704898,1
2023-06-15 15:33:01,12685.0,108.0,0,5540,0,876,5.0,100.0,0,25,0,5.0,20.0,0,0.12044725946350036,0
2023-06-15 15:31:08,12682.0,112.0,0,356,0,881,5.0,100.0,9,37,0,5.0,20.0,0,0.056833135841697004,0
2023-06-15 15:29:06,12681.0,208.0,0,2972,0,1070,10.0,200.0,13,41,0,10.0,20.0,1,0.9999957312705103,1
2023-06-15 15:27:41,12680.0,208.0,0,345,0,1071,10.0,200.0,15,45,0,10.0,20.0,1,0.9999914868311999,1
2023-06-15 15:27:03,12679.0,108.0,0,3826,1,882,5.0,100.0,5,33,0,5.0,20.0,0,0.06773993697310411,0
2023-06-15 15:24:04,12676.0,108.0,0,2968,0,879,5.0,100.0,1,28,0,5.0,20.0,0,0.05704569773133622,0
2023-06-15 15:17:20,12673.0,67.9,0,3238,0,908,1.0,59.9,0,26,0,1.0,59.9,0,3.5900429318743315e-10,0
2023-06-15 15:12:09,12672.0,108.0,0,4382,0,884,5.0,100.0,5,33,0,5.0,20.0,0,0.07204690695869441,0
2023-06-15 15:01:21,12670.0,108.0,0,6329,0,878,5.0,100.0,9,38,0,5.0,20.0,0,0.08815612740298208,0
2023-06-15 14:52:40,12669.0,108.0,0,4731,0,883,5.0,100.0,1,27,0,5.0,20.0,0,0.09368062032903808,0
2023-06-15 14:45:30,12668.0,67.9,0,2494,0,908,1.0,59.9,4,32,0,1.0,59.9,0,2.629434613330521e-10,0
2023-06-15 14:26:13,12666.0,208.0,0,6394,0,1072,10.0,200.0,13,42,0,10.0,20.0,1,0.999994664468076,1
2023-06-15 14:12:42,12664.0,67.9,0,3698,0,908,1.0,59.9,1,28,0,1.0,59.9,0,2.7913578397255014e-10,0
2023-06-15 14:11:13,12663.0,108.0,0,840,0,887,5.0,100.0,13,39,0,5.0,20.0,0,0.31901415017900275,0
2023-06-15 14:07:39,12662.0,108.0,0,2730,1,879,5.0,100.0,10,39,0,5.0,20.0,0,0.08273155817153949,0
2023-06-15 14:00:36,12661.0,108.0,0,1084,0,879,5.0,100.0,1,28,0,5.0,20.0,0,0.051971444714317125,0
2023-06-15 13:59:56,12660.0,108.0,0,3,0,885,5.0,100.0,15,45,0,5.0,20.0,0,0.09916329896713405,0
2023-06-15 13:56:06,12659.0,108.0,0,3104,0,879,5.0,100.0,1,28,0,5.0,20.0,0,0.05757781764993992,0
2023-06-15 13:45:17,12658.0,32.9,0,3931,0,370,1.0,24.9,6,35,0,1.0,24.9,0,4.129245909970054e-08,0
2023-06-15 13:30:10,12656.0,108.0,0,3229,0,879,5.0,100.0,0,25,0,5.0,20.0,0,0.10992353784120676,0
2023-06-15 12:57:53,12653.0,108.0,0,2965,0,877,5.0,100.0,8,36,0,5.0,20.0,0,0.09608829017487837,0
2023-06-15 12:39:39,12650.0,108.0,0,752,0,883,5.0,100.0,5,33,0,5.0,20.0,0,0.05998216175635639,0
2023-06-15 12:37:35,12649.0,57.9,0,6043,1,177,1.0,49.9,9,38,0,1.0,49.9,0,8.341278029907159e-11,0
2023-06-15 12:04:32,12647.0,108.0,0,2809,1,882,5.0,100.0,8,36,0,5.0,20.0,0,0.09559140793737503,0
2023-06-15 11:17:15,12645.0,67.9,0,2928,0,756,1.0,59.9,1,29,0,1.0,59.9,0,7.882368422854474e-11,0
2023-06-15 09:41:53,12642.0,67.9,0,818,0,908,1.0,59.9,5,33,0,1.0,59.9,0,2.780057764243363e-10,0
2023-06-15 08:37:25,12639.0,127.8,0,5098,0,1074,2.0,119.8,9,37,0,2.0,59.9,0,5.222178307441225e-07,0
2023-06-15 06:38:23,12638.0,117.8,0,7015,1,910,2.0,109.8,13,42,0,2.0,54.9,0,5.660833195717842e-07,0
2023-06-15 05:53:25,12637.0,127.8,0,4436,0,918,2.0,119.8,0,27,0,2.0,59.9,0,9.376005430176992e-08,0
2023-06-15 01:18:47,12636.0,227.6,0,4789,0,916,4.0,219.6,0,27,0,4.0,54.9,0,0.010481299322629156,0
2023-06-15 00:32:09,12635.0,67.9,0,6596,0,908,1.0,59.9,10,39,0,1.0,59.9,0,5.057079565519327e-10,0
2023-06-14 21:06:13,12634.0,127.8,0,6197,0,1074,2.0,119.8,7,35,0,2.0,59.9,0,4.1770248667434623e-07,0
2023-06-14 20:13:37,12633.0,67.9,0,3100,1,690,1.0,59.9,5,33,0,1.0,59.9,0,9.64152359403687e-11,0
2023-06-14 18:37:51,12632.0,67.9,0,2505,0,908,1.0,59.9,14,45,0,1.0,59.9,0,3.095731169615745e-10,0
2023-06-14 18:23:08,12631.0,67.9,0,2252,0,908,1.0,59.9,4,32,1,1.0,59.9,0,2.623750053674974e-10,0
2023-06-14 14:57:31,12630.0,127.8,0,7053,0,774,2.0,119.8,1,28,0,2.0,59.9,0,5.789338331424269e-08,0
2023-06-14 10:47:49,12627.0,67.9,0,3970,0,908,1.0,59.9,4,31,0,1.0,59.9,0,4.353521295815985e-10,0
2023-06-14 07:44:04,12626.0,67.9,0,5352,1,908,1.0,59.9,0,27,0,1.0,59.9,0,2.5973431491497864e-10,0
2023-06-14 03:11:20,12625.0,67.9,0,593,1,908,1.0,59.9,7,35,0,1.0,59.9,0,3.5645241483757207e-10,0
2023-06-13 21:47:43,12624.0,67.9,0,2525,0,908,1.0,59.9,8,36,0,1.0,59.9,0,4.668446330657841e-10,0
2023-06-13 21:07:56,12622.0,67.9,0,6069,1,908,1.0,59.9,8,36,0,1.0,59.9,0,5.50628152713832e-10,0
2023-06-13 16:54:45,12620.0,57.9,0,5817,1,20,1.0,49.9,13,40,0,1.0,49.9,0,1.4638702033224832e-10,0
2023-06-13 15:49:30,12619.0,67.9,0,2829,0,908,1.0,59.9,9,37,0,1.0,59.9,0,5.470019280129982e-10,0
2023-06-13 15:33:35,12618.0,67.9,0,5012,0,908,1.0,59.9,13,41,0,1.0,59.9,0,1.0826153447051148e-09,0
2023-06-13 14:36:34,12617.0,67.9,0,1153,0,908,1.0,59.9,8,36,0,1.0,59.9,0,4.342641511503054e-10,0
2023-06-13 14:21:34,12616.0,57.9,0,3679,1,78,1.0,49.9,4,32,0,1.0,49.9,0,3.273676873415958e-11,0
2023-06-13 12:03:44,12615.0,127.8,0,1575,0,917,2.0,119.8,6,34,0,2.0,59.9,0,1.2337870416207911e-07,0
2023-06-13 11:54:48,12614.0,67.9,0,3422,1,908,1.0,59.9,6,34,0,1.0,59.9,0,3.606054820352789e-10,0
2023-06-13 07:20:18,12611.0,67.9,0,3642,0,908,1.0,59.9,10,39,0,1.0,59.9,0,4.3335217309503834e-10,0
2023-06-13 07:01:44,12610.0,67.9,0,3924,0,908,1.0,59.9,4,31,0,1.0,59.9,0,4.3540091639735523e-10,0
2023-06-13 06:46:42,12608.0,67.9,0,1809,0,908,1.0,59.9,0,26,0,1.0,59.9,0,3.3586861845896454e-10,0
2023-06-12 23:10:01,12606.0,67.9,0,6595,0,908,1.0,59.9,13,43,0,1.0,59.9,0,5.105845544474497e-10,0
2023-06-12 19:55:18,12598.0,207.6,0,3277,0,594,4.0,199.6,14,44,0,4.0,49.9,0,0.0033140288602195316,0
2023-06-12 15:05:01,12595.0,67.9,0,5929,0,908,1.0,59.9,6,34,0,1.0,59.9,0,4.239573472415443e-10,0
2023-06-12 13:54:31,12593.0,67.9,0,6786,0,908,1.0,59.9,1,28,0,1.0,59.9,0,3.3283773676628135e-10,0
2023-06-12 13:30:09,12592.0,67.9,0,5153,0,908,1.0,59.9,6,34,0,1.0,59.9,0,4.0690117724893464e-10,0
2023-06-12 12:31:05,12591.0,167.7,0,3679,1,909,3.0,159.7,8,36,0,3.0,53.23333333333333,0,9.19194738811925e-05,0
2023-06-12 12:26:22,12589.0,67.9,0,2422,1,908,1.0,59.9,6,35,0,1.0,59.9,0,2.2565885171620197e-10,0
2023-06-12 11:35:32,12588.0,67.9,0,3675,1,756,1.0,59.9,15,45,0,1.0,59.9,0,2.5289142915882567e-10,0
2023-06-12 08:22:10,12587.0,67.9,0,4761,0,908,1.0,59.9,15,45,0,1.0,59.9,0,6.159595429699508e-10,0
2023-06-12 07:03:08,12586.0,71.9,0,4986,1,908,1.0,59.9,14,44,0,1.0,59.9,0,2.937496591426369e-10,0
2023-06-12 06:35:59,12585.0,67.9,0,4441,1,908,1.0,59.9,1,28,0,1.0,59.9,0,2.8673560338723753e-10,0
2023-06-12 03:55:53,12584.0,217.6,0,1036,0,590,4.0,209.6,13,42,0,4.0,52.4,0,0.003992408394828901,0
2023-06-11 22:14:45,12583.0,67.9,0,5126,0,908,1.0,59.9,7,35,0,1.0,59.9,0,4.686812266423416e-10,0
2023-06-11 19:43:22,12582.0,67.9,0,3018,0,908,1.0,59.9,4,32,0,1.0,59.9,0,2.7396222686626266e-10,0
2023-06-11 19:30:37,12581.0,67.9,0,5781,1,908,1.0,59.9,9,37,0,1.0,59.9,0,6.284723254180189e-10,0
2023-06-11 11:51:01,12579.0,67.9,0,2297,0,908,1.0,59.9,12,39,1,1.0,59.9,0,1.249594916759109e-09,0
2023-06-11 11:17:58,12578.0,127.8,0,2801,0,1074,2.0,119.8,14,44,0,2.0,59.9,0,4.0891765370349077e-07,0
2023-06-11 10:59:34,12577.0,127.8,0,4732,0,755,2.0,119.8,13,39,0,2.0,59.9,0,3.867661514304367e-07,0
2023-06-11 10:50:30,12576.0,67.9,0,3962,0,908,1.0,59.9,0,25,0,1.0,59.9,0,5.758193670753004e-10,0
2023-06-11 10:25:09,12575.0,67.9,0,1960,0,908,1.0,59.9,0,26,0,1.0,59.9,0,3.4028840354399105e-10,0
2023-06-11 09:10:57,12574.0,67.9,0,5322,0,908,1.0,59.9,2,31,0,1.0,59.9,0,1.5378474507883567e-10,0
2023-06-11 09:00:53,12573.0,67.9,0,2658,1,908,1.0,59.9,0,26,0,1.0,59.9,0,3.446721190515729e-10,0
2023-06-11 07:35:38,12572.0,67.9,0,6030,0,908,1.0,59.9,0,26,0,1.0,59.9,0,4.2326379961577684e-10,0
2023-06-11 07:24:40,12570.0,67.9,0,5770,0,908,1.0,59.9,13,40,0,1.0,59.9,0,1.7267514405856843e-09,0
2023-06-10 22:22:30,12561.0,67.9,0,3941,0,908,1.0,59.9,6,34,0,1.0,59.9,0,3.8314731450456436e-10,0
2023-06-10 21:33:21,12559.0,67.9,0,6913,0,908,1.0,59.9,8,36,0,1.0,59.9,0,5.962118659844948e-10,0
2023-06-10 21:07:05,12558.0,67.9,0,17,0,756,1.0,59.9,6,34,0,1.0,59.9,0,1.3863089828147946e-10,0
2023-06-10 21:05:10,12557.0,67.9,0,2381,0,908,1.0,59.9,5,33,0,1.0,59.9,0,3.0616648321622243e-10,0
2023-06-10 20:35:31,12556.0,67.9,0,4501,0,908,1.0,59.9,9,37,0,1.0,59.9,0,6.03919644981031e-10,0
2023-06-10 20:24:39,12553.0,67.9,0,1717,0,908,1.0,59.9,0,27,0,1.0,59.9,0,2.2164551698245446e-10,0
2023-06-10 18:38:57,12551.0,67.9,0,2920,1,908,1.0,59.9,6,35,0,1.0,59.9,0,2.3308876369075796e-10,0
2023-06-10 18:39:53,12552.0,71.9,0,5319,0,908,1.0,59.9,8,36,0,1.0,59.9,0,3.049091756398206e-10,0
2023-06-10 16:48:09,12549.0,107.8,0,2926,1,195,2.0,99.8,4,31,0,2.0,49.9,0,1.3858519076044564e-08,0
2023-06-10 16:31:18,12548.0,67.9,0,4235,0,908,1.0,59.9,4,32,0,1.0,59.9,0,2.939021331661844e-10,0
2023-06-10 15:35:02,12547.0,67.9,0,6982,0,735,1.0,59.9,6,34,0,1.0,59.9,0,1.802964449867788e-10,0
2023-06-10 14:16:18,12546.0,67.9,0,4857,0,908,1.0,59.9,2,30,0,1.0,59.9,0,2.290539164495552e-10,0
2023-06-10 13:44:37,12545.0,71.9,0,3403,1,908,1.0,59.9,13,40,0,1.0,59.9,0,8.287654801889582e-10,0
2023-06-10 13:35:30,12544.0,67.9,0,663,0,908,1.0,59.9,6,35,0,1.0,59.9,0,2.1199735904148125e-10,0
2023-06-10 10:50:45,12542.0,67.9,0,5076,0,908,1.0,59.9,5,33,0,1.0,59.9,0,3.54455889495631e-10,0
2023-06-10 09:03:25,12540.0,67.9,0,4416,0,908,1.0,59.9,8,36,0,1.0,59.9,0,5.231564310918692e-10,0
2023-06-10 08:59:21,12539.0,127.8,0,780,0,1074,2.0,119.8,13,41,0,2.0,59.9,0,7.409575751704976e-07,0
2023-06-10 08:37:54,12538.0,67.9,0,4116,0,908,1.0,59.9,9,37,0,1.0,59.9,0,5.932214753723031e-10,0
2023-06-10 08:25:27,12537.0,67.9,0,4021,1,908,1.0,59.9,0,26,0,1.0,59.9,0,3.7277089343772187e-10,0
2023-06-10 08:06:46,12535.0,57.9,0,5225,1,63,1.0,49.9,9,37,0,1.0,49.9,0,6.74235842330449e-11,0
2023-06-10 07:58:19,12533.0,67.9,0,5935,0,908,1.0,59.9,9,38,0,1.0,59.9,0,4.303501139529444e-10,0
2023-06-09 23:56:24,12531.0,67.9,0,415,0,908,1.0,59.9,13,41,0,1.0,59.9,0,8.577907940215874e-10,0
2023-06-09 22:47:16,12529.0,67.9,0,3000,0,908,1.0,59.9,0,26,0,1.0,59.9,0,3.622725262969555e-10,0
2023-06-09 22:39:47,12528.0,67.9,0,3019,0,908,1.0,59.9,0,27,0,1.0,59.9,0,2.3853624443871733e-10,0
2023-06-09 22:12:16,12527.0,67.9,0,1580,0,908,1.0,59.9,5,33,0,1.0,59.9,0,2.94658089717692e-10,0
2023-06-09 21:15:47,12526.0,67.9,0,7085,0,908,1.0,59.9,5,34,0,1.0,59.9,0,2.601986232925795e-10,0
2023-06-09 20:46:46,12525.0,112.8,0,1370,1,9,2.0,104.8,8,36,0,2.0,52.4,0,3.8376152201301275e-09,0
2023-06-09 18:53:33,12524.0,67.9,0,2848,0,908,1.0,59.9,4,32,0,1.0,59.9,0,2.738755737033579e-10,0
2023-06-09 18:09:43,12523.0,67.9,0,6489,0,908,1.0,59.9,9,39,0,1.0,59.9,0,2.919868375465033e-10,0
2023-06-09 16:27:52,12521.0,67.9,0,4963,0,908,1.0,59.9,9,38,0,1.0,59.9,0,4.092853819278766e-10,0
2023-06-09 16:12:02,12520.0,127.8,0,4806,1,921,2.0,119.8,1,28,0,2.0,59.9,0,1.1113678709759791e-07,0
2023-06-09 16:09:45,12519.0,67.9,0,5159,1,908,1.0,59.9,9,38,0,1.0,59.9,0,4.0357218714868415e-10,0
2023-06-09 15:33:29,12518.0,67.9,0,3910,0,908,1.0,59.9,9,37,0,1.0,59.9,0,5.884981740358772e-10,0
2023-06-09 15:26:35,12517.0,67.9,0,5628,1,908,1.0,59.9,1,29,0,1.0,59.9,0,2.030221186346991e-10,0
2023-06-09 14:22:15,12515.0,67.9,0,3206,0,908,1.0,59.9,14,44,0,1.0,59.9,0,4.974278996114335e-10,0
2023-06-09 13:30:11,12514.0,67.9,0,5625,0,908,1.0,59.9,6,35,1,1.0,59.9,0,2.7915521939578996e-10,0
2023-06-09 12:26:24,12512.0,67.9,0,4607,0,908,1.0,59.9,13,40,0,1.0,59.9,0,1.6368919219232871e-09,0
2023-06-09 11:52:03,12510.0,67.9,0,6069,0,908,1.0,59.9,9,38,0,1.0,59.9,0,4.3495798358779743e-10,0
2023-06-09 11:31:56,12509.0,67.9,0,2332,0,908,1.0,59.9,1,29,0,1.0,59.9,0,1.7469358368184007e-10,0
2023-06-09 09:36:41,12508.0,167.7,0,3771,0,165,3.0,159.7,1,28,0,3.0,53.23333333333333,0,1.0425673246464535e-06,0
2023-06-09 07:33:04,12507.0,67.9,0,168,0,908,1.0,59.9,13,40,0,1.0,59.9,0,1.29183830165203e-09,0
2023-06-09 06:37:49,12506.0,67.9,0,4664,0,908,1.0,59.9,2,31,0,1.0,59.9,0,1.5000111645694866e-10,0
2023-06-08 18:59:55,12504.0,67.9,0,4238,0,756,1.0,59.9,13,42,0,1.0,59.9,0,3.10075312816027e-10,0
2023-06-08 18:58:00,12503.0,67.9,0,5599,0,908,1.0,59.9,13,39,0,1.0,59.9,0,2.6281432530837337e-09,0
2023-06-08 15:31:13,12499.0,127.8,0,682,0,921,2.0,119.8,0,25,1,2.0,59.9,0,1.849312086470248e-07,0
2023-06-08 14:02:25,12498.0,67.9,0,5106,0,908,1.0,59.9,13,40,0,1.0,59.9,0,1.684746594881688e-09,0
2023-06-08 10:52:25,12494.0,57.9,0,3936,1,78,1.0,49.9,3,31,0,1.0,49.9,0,2.934961648862832e-11,0
2023-06-08 08:03:22,12493.0,67.9,0,174,0,908,1.0,59.9,0,26,0,1.0,59.9,0,3.1314068033055595e-10,0
2023-06-08 07:08:52,12492.0,67.9,0,5588,1,908,1.0,59.9,9,38,0,1.0,59.9,0,4.1463303217051246e-10,0
2023-06-08 02:15:20,12491.0,67.9,0,5578,1,908,1.0,59.9,7,35,0,1.0,59.9,0,4.749378694707843e-10,0
2023-06-07 23:44:01,12489.0,67.9,0,6477,0,908,1.0,59.9,0,27,0,1.0,59.9,0,2.8871205109348093e-10,0
2023-06-07 23:25:18,12487.0,67.9,0,5063,0,908,1.0,59.9,5,34,0,1.0,59.9,0,2.349023123239931e-10,0
2023-06-07 22:31:53,12486.0,67.9,0,4693,0,908,1.0,59.9,4,32,0,1.0,59.9,0,3.040324346447791e-10,0
2023-06-07 21:32:35,12484.0,127.8,0,1272,1,779,2.0,119.8,6,34,0,2.0,59.9,0,5.8046714071328597e-08,0
2023-06-07 21:02:47,12483.0,67.9,0,5225,0,908,1.0,59.9,7,35,0,1.0,59.9,0,4.783560136510169e-10,0
2023-06-07 18:33:15,12481.0,217.9,0,243,0,215,6.0,209.9,4,32,0,6.0,34.983333333333334,1,0.24806487987198314,0
2023-06-07 14:56:14,12480.0,187.7,0,1749,1,920,3.0,179.7,2,31,0,3.0,59.9,0,1.6528580715085602e-05,0
2023-06-07 14:11:03,12479.0,57.9,0,6202,0,63,1.0,49.9,1,27,0,1.0,49.9,0,5.47729075095188e-11,0
2023-06-07 13:35:17,12476.0,67.9,0,5580,0,908,1.0,59.9,7,35,0,1.0,59.9,0,4.880449574008264e-10,0
2023-06-07 12:39:35,12475.0,67.9,0,2434,1,908,1.0,59.9,9,38,0,1.0,59.9,0,3.511542550374296e-10,0
2023-06-06 23:42:48,12470.0,67.9,0,1754,0,908,1.0,59.9,2,31,0,1.0,59.9,0,1.2907639753945715e-10,0
2023-06-05 20:55:33,12463.0,167.7,0,5846,0,80,3.0,159.7,6,34,0,3.0,53.23333333333333,0,9.962980150363438e-07,0
2023-06-05 17:45:14,12460.0,71.9,0,2394,1,756,1.0,59.9,0,26,0,1.0,59.9,0,8.580606831348847e-11,0
